transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN001390,,978-0-977740-44-4,2025-02-28,2025-03-08,BR006
TXN001391,M32686,978-0-258471-99-9,07/22/2025,2025-08-14,BR002
TXN001392,M85260,978-0-189870-95-3,2025-10-08,2025-10-23,BR002
TXN001393,M52647,978-1-947438-79-8,2024-08-14,2024-08-24,BR014
TXN001394,M63188,978-1-893202-85-6,06/08/2025,2025-08-26,BR002
TXN001395,M59664,978-0-680493-17-0,07/02/2025,2025-02-10,BR011
TXN001396,M38522,978-1-958160-76-3,2025-08-05,2025-08-30,BR015
TXN001397,M93379,978-1-661527-97-6,2025-03-14,2025-03-19,BR013
TXN001398,M69372,978-1-700534-40-8,15/08/2025,2025-08-30,BR007
TXN001399,M35646,978-1-413369-20-5,2024-07-12,2024-07-31,BR015
TXN001400,M99071,978-1-995420-14-1,2024-12-12,2025-01-11,BR015
TXN001401,M55123,978-0-226124-67-4,2023-12-20,,BR010
TXN001402,M76902,978-0-275284-37-4,2024-03-02,2024-03-04,BR003
TXN001403,M58394,978-0-232315-15-8,2024-10-19,,BR001
TXN001404,M83404,978-1-182175-97-7,2024-02-28,2024-03-09,BR006
TXN001405,M14087,978-1-311727-90-9,2024-03-21,2024-04-11,BR012
TXN001406,M51697,978-0-974625-86-7,28/11/2023,2023-12-16,BR007
TXN001407,M37684,978-1-435281-18-9,2025-04-29,2025-05-17,BR008
TXN001408,M60409,978-0-506951-81-5,2024-05-20,2024-05-25,BR006
TXN001409,M47810,978-1-678870-51-5,2024-09-17,2024-09-18,BR011
TXN001410,M19403,978-1-644932-68-1,2025-09-07,2025-09-23,BR003
TXN001411,M96235,978-0-924758-99-7,2024-12-20,,BR003
TXN001412,M94180,978-1-217984-63-5,29/10/2023,2023-11-24,BR014
TXN001413,M89223,978-0-255398-82-4,2024-08-25,2024-09-11,BR010
TXN001414,M65590,978-0-210766-82-8,2024-01-25,2024-02-02,BR008
TXN001415,M34352,978-0-923914-46-2,2024-08-22,2024-09-19,  BR001 
TXN001416,M41031,978-1-530849-43-7,2023-11-29,2023-12-17,BR005
TXN001417,M85543,978-1-786594-72-3,2024-11-22,2024-12-15,BR001
TXN001418,M58310,978-1-139285-32-2,10/05/2024,2024-10-08,BR008
TXN001419,M28623,978-1-522548-28-7,2024-11-03,2024-11-28,BR009
TXN001420,M46624,978-1-140666-60-8,2024-09-24,2024-10-14,BR002
TXN001421,M21592,978-1-824056-40-4,2024-10-02,2024-10-24,BR011
TXN001422,M20234,978-0-881975-70-3,05/19/2025,2025-05-29,BR009
TXN001423,M90352,978-1-490532-12-7,2023-11-01,2023-11-02,BR006
TXN001424,M71455,978-1-957091-48-8,2024-09-02,2024-09-26,BR015
TXN001425,M53452,978-1-393964-72-8,2024-12-15,2024-12-21,BR013
TXN001426,M14630,978-0-339030-27-5,2025-06-13,2025-07-07,BR010
TXN001427,M83886,978-1-879850-66-8,2024-06-06,2024-06-12,BR011
TXN001428,M85085,978-1-382507-63-9,2024-02-10,2024-03-01,BR005
TXN001429,M13578,978-0-297064-66-4,2024-08-01,2024-08-04,BR002
TXN001430,M46418,978-0-963994-62-2,2025-04-23,2025-05-21,BR010
TXN001431,M43679,978-1-322086-79-8,2025-07-09,2025-08-08,BR002
TXN001432,M87564,978-1-896386-76-8,2024-03-22,2024-04-17,BR011
TXN001433,M32989,978-1-960899-17-0,2025-04-25,2025-05-01,BR012
TXN001434,M79125,978-0-168804-49-8,2024-03-29,2024-04-03,BR006
TXN001435,M88059,978-1-242239-77-9,2024-02-02,2024-02-27,BR003
TXN001436,M64125,978-0-282176-34-1,2024-04-18,2024-05-12,BR004
TXN001437,M93568,978-0-977633-17-3,2025-09-20,2025-10-02,BR010
TXN001438,M17120,978-0-134677-68-2,2025-04-03,2025-04-05,BR013
TXN001439,M31967,978-0-477880-35-0,2024-03-20,2024-04-13,BR008
TXN001440,M79798,978-1-486244-69-0,2024-09-12,2024-09-28,BR011
TXN001441,M44422,978-1-766275-25-3,2023-12-31,2024-01-10,BR014
TXN001442,M68827,978-0-353690-57-8,2025-03-29,2025-04-20,BR006
TXN001443,M15376,978-1-722899-67-7,2024-08-14,2024-09-11,BR009
TXN001444,M66595,978-0-597635-85-4,2025-08-16,2025-08-27,BR011
TXN001445,M45432,978-1-460971-30-7,2024-04-30,2024-05-19,BR002
TXN001446,M61269,978-1-885342-98-0,2024-10-11,2024-11-04,BR011
TXN001447,M98065,978-0-398916-13-8,2024-03-10,2024-04-01,BR004
TXN001448,M33582,978-1-152062-30-6,2024-11-25,2024-12-22,BR001
TXN001449,M18906,978-1-322086-79-8,2025-03-10,2025-04-01,BR002
TXN001450,M68450,978-0-998746-38-8,02/10/2024,2024-02-17,BR012
TXN001451,M14461,978-1-322086-79-8,2025-02-06,,BR002
TXN001452,M87874,978-0-810614-36-9,2025-10-01,2025-10-21,BR014
TXN001453,M93634,978-1-783238-62-0,07/21/2025,,BR002
TXN001454,M89257,978-0-918207-97-5,2024-12-24,2025-01-14,BR011
TXN001455,M84195,978-0-597126-26-0,2024-10-27,2024-11-19,BR003
TXN001456,M34151,978-0-730343-11-0,2024-11-17,2024-11-20,BR008
TXN001457,M93726,978-0-364650-87-5,2025-06-14,2025-07-07,BR005
TXN001458,M97500,978-1-847362-92-6,2024-05-22,2024-06-16,BR006
TXN001459,M19698,978-1-544393-58-2,2025-06-10,2025-06-21,BR001
TXN001460,M17872,978-1-581294-42-2,2024-05-20,2024-06-04,BR014
TXN001461,M19096,978-0-589368-48-7,2023-11-13,2023-11-26,BR015
TXN001462,M33388,978-1-712879-23-8,2025-04-28,2025-05-23,BR002
TXN001463,M66525,978-0-636361-94-2,2024-11-14,2024-11-29,BR011
TXN001464,M43947,978-1-688730-92-2,2024-06-06,,BR002
TXN001465,M42846,978-1-412974-97-4,2024-09-02,2024-09-07,BR001
TXN001466,M95572,978-0-605139-18-3,2025-03-07,,BR015
TXN001467,M61181,978-1-389913-91-4,01/02/2024,2024-01-15,BR012
TXN001468,M85319,978-1-322086-79-8,2024-02-04,2024-02-20,BR012
TXN001469,M72670,978-1-390334-43-2,2024-05-21,2024-06-16,BR014
TXN001470,M19188,978-1-297509-29-2,2024-01-18,2024-02-10,BR001
TXN001471,M73185,978-0-159532-86-7,2024-08-15,2024-08-27,BR009
TXN001472,M53704,978-1-792616-50-1,2024-09-24,,BR007
TXN001473,M94813,978-0-856320-13-2,2025-02-07,2025-02-18,BR009
TXN001474,M20545,978-1-409963-43-1,2024-03-31,2024-04-21,BR013
TXN001475,M36623,978-1-524252-59-5,2024-10-31,2024-11-22,BR001
TXN001476,M35035,978-0-711344-83-9,2024-09-27,2024-10-18,BR007
TXN001477,M57089,978-0-459836-38-2,2024-01-28,2024-02-21,BR015
TXN001478,M34833,978-1-804505-55-7,2025-06-10,,BR004
TXN001479,M87718,978-1-986486-31-6,2024-09-06,,BR007
TXN001480,M80851,978-0-408054-22-5,2024-05-11,2024-06-07,BR008
TXN001481,M68891,978-1-234159-43-6,2024-07-10,,BR001
TXN001482,M17347,978-0-812730-52-4,2024-10-21,,BR012
TXN001483,M25491,978-0-333049-55-6,2025-01-17,2025-02-01,  BR011 
TXN001484,M98877,978-0-880360-49-4,2024-11-30,2024-12-19,BR009
TXN001485,M40537,978-1-926372-52-5,2025-02-14,2025-03-02,BR001
TXN001486,M95699,978-1-322086-79-8,2024-02-28,2024-03-01,BR015
TXN001487,M41808,978-1-373216-84-7,2024-10-28,,BR003
TXN001488,M92924,978-1-322086-79-8,07/01/2024,2024-01-11,BR005
TXN001489,M69793,978-1-586288-25-9,2024-10-02,2024-10-29,BR014
TXN001490,M23937,978-1-156284-91-9,2025-09-19,2025-09-27,BR010
TXN001491,,978-0-595158-34-8,2024-10-21,2024-11-17,BR007
TXN001492,M98918,978-0-813763-58-3,22/07/2024,2024-08-10,BR002
TXN001493,M81550,978-1-533174-16-1,2024-11-17,2024-11-24,BR014
TXN001494,M15975,978-0-244037-35-2,2024-06-16,,BR006
TXN001495,M45899,978-1-529068-82-5,2025-08-22,2025-09-03,BR007
TXN001496,M82536,978-1-250181-50-3,2024-03-10,2024-03-12,BR004
TXN001497,M27481,978-0-916779-20-7,2025-06-22,2025-07-05,BR014
TXN001498,M30677,978-1-322086-79-8,2024-03-23,,BR008
TXN001499,M10946,978-1-448787-90-6,2024-12-10,2024-12-29,BR002
TXN001500,M47189,978-0-428638-91-7,2025-04-06,2025-04-22,BR013
TXN001501,M26632,978-0-104942-67-3,06/05/2024,2024-06-20,BR011
TXN001502,M64005,978-1-319553-31-9,2024-02-14,2024-02-16,BR003
TXN001503,M88154,978-0-613358-21-7,2024-07-17,2024-07-20,BR008
TXN001504,M92207,978-0-744328-65-3,2024-07-02,2024-07-03,BR005
TXN001505,M83100,978-1-522988-64-9,2024-04-27,2024-05-01,BR002
TXN001506,M91123,978-1-501936-10-4,2025-06-23,2025-07-10,BR013
TXN001507,M38740,978-0-659711-35-9,2024-04-14,2024-04-23,BR011
TXN001508,M16955,978-1-114760-51-6,2024-05-28,2024-06-25,BR013
TXN001509,M72182,978-0-118786-96-6,2025-09-01,2025-09-03,BR003
TXN001510,M17081,978-0-757128-41-7,2024-11-07,2024-11-16,BR005
TXN001511,M53816,978-0-827213-54-8,2025-04-26,2025-04-28,BR015
TXN001512,M23686,978-1-235193-23-1,2025-07-04,2025-07-10,BR015
TXN001513,M13809,978-1-627786-85-0,2025-04-17,,BR002
TXN001514,M40841,978-1-275133-18-1,2024-11-12,2024-11-26,BR010
TXN001515,M36050,978-0-412687-47-1,2024-02-13,2024-03-09,BR015
TXN001516,M24435,978-1-863187-76-3,2025-08-04,2025-08-18,BR002
TXN001517,M36208,978-1-554730-97-1,2024-08-27,,BR004
TXN001518,M86689,978-0-459381-72-1,2025-08-04,2025-08-11,BR015
TXN001519,M89879,978-1-886553-34-7,09/14/2025,2025-09-29,BR007
TXN001520,M35448,978-0-951452-61-5,12/10/2023,2023-12-15,BR005
TXN001521,M14206,978-0-339513-38-9,2024-03-03,2024-03-07,  BR001 
TXN001522,M71018,978-0-321449-12-2,2025-01-17,2025-01-25,BR003
TXN001523,M48687,978-0-229144-56-3,05/09/2024,2024-05-29,  BR013 
TXN001524,M32273,978-0-493417-91-2,2023-12-02,2023-12-05,BR009
TXN001525,,978-1-908713-78-0,2024-07-20,2024-07-27,BR008
TXN001526,M87539,978-0-722774-16-8,03/03/2024,2024-03-27,BR008
TXN001527,M66113,978-0-785315-12-4,2024-04-25,2024-05-09,BR004
TXN001528,M85951,978-0-823255-24-5,2025-01-06,2025-01-11,BR015
TXN001529,M85196,978-1-565897-58-8,2025-02-13,2025-02-15,BR007
TXN001530,M71689,978-0-673867-42-1,2024-10-12,,BR009
TXN001531,M79615,978-1-835962-29-9,2025-07-18,2025-08-14,BR013
TXN001532,M22844,978-0-828961-97-4,2024-12-01,,BR004
TXN001533,M11628,978-0-415743-63-1,2024-08-05,2024-08-10,BR007
TXN001534,M56976,978-0-794663-76-6,2024-10-03,2024-10-04,BR011
TXN001535,M72886,978-1-753050-87-0,2025-05-24,2025-06-21,BR003
TXN001536,M84760,978-0-539170-23-8,18/05/2025,2025-06-02,BR001
TXN001537,M28169,978-0-396439-24-0,2024-02-20,2024-03-19,BR007
TXN001538,M58551,978-0-621917-35-2,2023-12-26,2024-01-23,BR012
TXN001539,M92222,978-0-915749-43-0,2024-12-20,2025-01-06,BR015
TXN001540,M14287,978-0-475308-62-7,2024-10-10,2024-10-30,BR013
TXN001541,M81098,978-1-268163-15-7,2024-05-24,2024-05-27,BR004
TXN001542,M91324,978-1-317782-98-8,2023-11-09,2023-11-26,BR012
TXN001543,M98428,978-1-446663-40-0,2025-02-27,2025-03-11,BR001
TXN001544,M70994,978-0-113368-95-2,2025-02-04,2025-02-25,BR006
TXN001545,M83241,978-0-215795-83-0,2024-02-27,2024-03-05,BR009
TXN001546,M28141,978-1-256389-21-7,2025-07-09,2025-07-30,BR004
TXN001547,M72717,978-0-858711-22-8,21/07/2025,2025-08-13,BR013
TXN001548,M37498,978-1-775636-39-7,2025-05-20,2025-06-01,BR013
TXN001549,M45043,978-1-410401-43-4,2025-02-22,2025-02-25,BR007
TXN001550,M58865,978-1-152512-22-1,2025-09-17,2025-10-14,BR008
TXN001551,M26083,978-0-141360-47-8,2025-06-11,2025-06-29,BR009
TXN001552,M48307,978-1-940534-96-1,05/20/2024,2024-06-12,BR006
TXN001553,M18601,978-1-546688-24-2,2024-03-24,2024-03-27,BR015
TXN001554,M61207,978-0-992596-15-6,2025-08-31,2025-09-03,BR005
TXN001555,M24334,978-0-993385-27-8,2025-05-05,2025-05-21,BR002
TXN001556,M29726,978-0-444625-55-7,2024-06-10,2024-06-11,BR009
TXN001557,M48426,978-1-752011-44-5,2024-02-09,2024-02-14,BR011
TXN001558,M72115,978-0-490722-53-8,2023-12-08,2023-12-09,BR008
TXN001559,M48209,978-0-219361-61-1,2024-01-10,2024-01-18,BR001
TXN001560,M78107,978-1-578715-44-2,2024-07-23,2024-08-13,BR007
TXN001561,M94679,978-1-823415-71-4,2024-10-29,2024-11-21,BR008
TXN001562,M79489,978-1-780364-31-5,2024-03-17,2024-04-05,BR008
TXN001563,M27295,978-0-238948-99-2,2025-01-25,2025-02-03,BR005
TXN001564,M39724,978-0-985364-30-4,2025-01-30,2025-02-01,BR005
TXN001565,M29443,978-0-536236-85-2,2025-04-26,2025-05-16,BR008
TXN001566,M31075,978-1-941235-82-9,2024-04-10,2024-04-16,BR005
TXN001567,M97340,978-1-290065-88-7,2024-05-06,2024-05-08,BR003
TXN001568,M51500,978-1-917012-55-3,2023-11-02,2023-11-08,BR008
TXN001569,M36890,978-0-817712-26-6,2024-01-04,2024-01-16,BR001
TXN001570,M29391,978-1-611833-24-9,2023-11-18,2023-12-06,BR009
TXN001571,M49526,978-1-562094-15-7,2025-04-15,2025-05-01,BR001
TXN001572,M29055,978-0-374320-93-5,2025-09-06,2025-09-07,BR015
TXN001573,M81584,978-1-112960-96-3,2024-02-07,2024-02-17,BR006
TXN001574,M72116,978-0-802382-53-5,2025-03-29,2025-04-17,BR013
TXN001575,M97410,978-0-553873-94-8,2024-10-08,2024-11-07,BR010
TXN001576,M67947,978-0-605339-54-5,21/01/2024,2024-02-19,BR002
TXN001577,M15253,978-1-255875-81-0,2023-10-15,2023-10-16,BR009
TXN001578,M62642,978-0-112210-92-4,2025-09-20,2025-09-23,BR004
TXN001579,M52777,978-0-630126-70-7,2024-05-03,2024-05-20,BR011
TXN001580,M39116,978-1-273438-19-6,2024-01-27,2024-01-28,BR013
TXN001581,M20956,978-1-436208-40-6,03/13/2024,2024-03-16,BR008
TXN001582,M77081,978-1-391668-16-1,2024-08-25,2024-09-14,BR008
TXN001583,M77050,978-0-677236-92-6,2024-01-24,2024-02-06,BR015
TXN001584,M29391,978-1-522866-40-4,2024-05-22,2024-06-03,BR007
TXN001585,M11597,978-0-581395-66-5,2024-08-29,2024-09-13,BR006
TXN001586,M83535,978-1-192295-73-3,2024-04-26,2024-05-20,BR012
TXN001587,M64474,978-1-431414-25-3,2025-09-12,2025-10-06,BR005
TXN001588,M65552,978-1-881439-93-6,2025-01-14,2025-02-02,BR007
TXN001589,M88372,978-0-207629-61-7,2024-03-03,2024-03-31,BR004
TXN001590,,978-1-137572-81-3,2024-11-29,2024-12-18,BR002
TXN001591,M59253,978-0-966028-21-8,2024-09-22,2024-10-01,BR007
TXN001592,M64331,978-1-633030-81-7,2025-07-29,2025-08-23,BR008
TXN001593,M27947,978-0-786393-95-4,2024-08-31,2024-09-18,BR014
TXN001594,M74302,978-1-322086-79-8,2024-01-21,2024-02-09,BR014
TXN001595,M49834,978-1-457411-56-4,2025-10-07,2025-10-08,BR012
TXN001596,M10320,978-0-956255-38-9,2024-11-09,2024-12-06,BR005
TXN001597,M93435,978-1-448098-81-1,2025-07-23,2025-08-02,BR011
TXN001598,M64677,978-1-851470-94-5,27/08/2025,2025-09-04,BR015
TXN001599,M13728,978-1-850689-67-6,2024-04-02,2024-04-05,BR005
TXN001600,M88497,978-0-202170-94-7,2024-03-26,2024-04-09,BR010
TXN001601,M43804,978-0-102303-53-7,2024-09-24,2024-10-21,BR008
TXN001602,M25674,978-1-970196-91-7,2024-03-16,2024-04-13,BR012
TXN001603,M44018,978-1-674295-76-3,2025-09-07,2025-09-22,BR001
TXN001604,M27759,978-1-836201-23-6,2025-01-02,2025-01-16,BR001
TXN001605,M93394,978-0-272129-73-9,2024-07-14,,BR006
TXN001606,M48228,978-0-961760-62-5,2024-09-28,,BR015
TXN001607,M35403,978-0-366641-88-8,2025-07-02,2025-07-22,BR003
TXN001608,M31906,978-0-296653-25-8,2024-04-21,2024-05-19,BR014
TXN001609,M99780,978-1-326061-68-5,2024-01-30,2024-02-22,BR005
TXN001610,M57516,978-0-851606-53-8,04/11/2023,2023-11-09,BR010
TXN001611,M11690,978-0-893928-63-6,2025-02-27,2025-03-15,BR005
TXN001612,M64000,978-0-764000-96-6,2024-05-29,2024-06-05,BR015
TXN001613,M30257,978-0-909652-67-8,2024-11-11,2024-12-10,BR014
TXN001614,M83224,978-1-790441-85-3,2024-05-30,2024-06-27,BR014
TXN001615,M79742,978-0-623059-10-4,2025-02-08,2025-02-12,BR012
TXN001616,M64702,978-0-680099-65-5,2024-08-05,2024-08-10,BR002
TXN001617,M12277,978-1-633025-32-5,2024-07-07,2024-07-12,BR005
TXN001618,,978-0-865979-26-0,2024-08-08,2024-08-19,BR010
TXN001619,M32571,978-0-506224-94-0,2025-05-22,2025-05-26,BR001
TXN001620,M39144,978-1-628597-59-2,2025-09-16,2025-09-24,BR012
TXN001621,,978-1-738576-98-2,2024-08-01,2024-08-15,BR003
TXN001622,M24643,978-0-386886-60-3,2025-01-27,2025-02-10,BR013
TXN001623,M15572,978-1-408463-67-3,2024-08-23,2024-09-09,BR001
TXN001624,M87748,978-0-244892-62-3,2024-06-29,2024-07-01,BR002
TXN001625,M18683,978-1-984027-99-3,2024-05-15,2024-06-10,BR001
TXN001626,M26225,978-1-846454-80-6,2025-09-14,2025-09-21,BR004
TXN001627,M34219,978-0-310647-36-2,2024-06-12,,BR001
TXN001628,M46356,978-1-819964-54-7,2024-03-11,2024-04-08,BR006
TXN001629,M75619,978-0-844904-93-1,2025-03-29,2025-04-17,BR010
TXN001630,M18957,978-0-628370-79-2,2023-11-18,2023-12-05,BR010
TXN001631,M38442,978-1-844858-24-8,2025-10-13,2025-11-07,BR005
TXN001632,M80402,978-1-322086-79-8,2023-11-11,,BR012
TXN001633,M38051,978-1-689593-71-7,2024-09-15,2024-09-27,BR014
TXN001634,M87251,978-1-806995-78-3,2025-05-05,2025-05-11,BR011
TXN001635,M56507,978-1-988459-64-6,2024-04-23,2024-05-01,BR007
TXN001636,M63422,978-0-648122-23-4,2024-01-19,2024-01-23,BR006
TXN001637,M78121,978-0-499371-28-7,2024-11-11,2024-11-21,BR013
TXN001638,M83024,978-0-802812-17-9,2024-03-04,2024-03-08,BR002
TXN001639,M60434,978-0-379947-30-4,2024-06-15,2024-07-07,BR010
TXN001640,M68190,978-1-816586-42-1,2025-08-31,2025-09-28,BR007
TXN001641,M66093,978-0-980155-17-4,2024-10-27,2024-11-22,BR002
TXN001642,M72347,978-1-313910-79-8,2024-07-04,2024-07-26,BR006
TXN001643,M74441,978-0-476105-67-6,2025-09-09,2025-10-01,BR007
TXN001644,M98672,978-0-746036-96-9,2024-12-05,2024-12-28,BR003
TXN001645,M87405,978-0-878476-92-3,2025-04-14,2025-04-20,BR012
TXN001646,M18481,978-1-349136-75-9,2024-05-19,2024-06-08,BR004
TXN001647,M62990,978-1-826596-95-3,2023-12-27,2024-01-12,BR014
TXN001648,M46505,978-0-500118-59-7,2025-05-23,2025-06-01,BR013
TXN001649,M94388,978-1-926394-97-8,2025-01-11,2025-01-31,BR006
TXN001650,M63011,978-1-678944-16-2,2024-01-28,2024-02-22,BR009
TXN001651,M69589,978-0-879794-42-2,2025-04-30,2025-05-08,BR005
TXN001652,M92361,978-0-750706-66-7,2024-08-04,,BR001
TXN001653,M16927,978-0-764575-92-1,2025-04-24,2025-04-30,BR008
TXN001654,M60152,978-1-891787-85-0,2024-06-08,2024-06-28,BR006
TXN001655,M91688,978-0-913848-34-0,2025-07-23,2025-08-09,BR002
TXN001656,M74512,978-1-570616-32-7,2024-12-18,2025-01-03,BR004
TXN001657,M74258,978-0-296059-32-6,2024-08-06,2024-09-03,BR009
TXN001658,M80848,978-0-495521-15-0,2024-05-30,,BR013
TXN001659,M66414,978-1-392670-81-1,2025-05-18,2025-05-29,BR002
TXN001660,M59327,978-1-236384-30-0,2024-08-26,,BR001
TXN001661,,978-1-105919-52-7,2025-02-13,2025-03-08,BR013
TXN001662,M31514,978-1-844163-29-8,2024-05-15,2024-05-28,BR003
TXN001663,M73891,978-0-261169-51-7,01/25/2025,2025-02-16,BR010
TXN001664,M82585,978-0-911242-90-4,2024-12-24,2025-01-11,BR010
TXN001665,M30487,978-1-614379-83-6,2024-06-21,2024-07-10,BR007
TXN001666,M59518,978-1-176421-50-9,2023-10-30,2023-11-09,BR006
TXN001667,M52006,978-0-292800-76-2,2024-07-01,,  BR010 
TXN001668,M58026,978-0-924451-74-4,2024-03-11,2024-04-05,BR012
TXN001669,M91940,978-0-536135-79-7,2024-04-04,2024-04-16,BR002
TXN001670,M63992,978-1-196411-54-2,2024-03-21,2024-03-29,BR011
TXN001671,M94945,978-0-323717-94-6,2024-01-24,2024-01-27,BR002
TXN001672,M49965,978-1-447148-56-2,09/08/2024,,BR003
TXN001673,M52744,978-1-322086-79-8,2025-02-23,2025-03-14,BR011
TXN001674,M77470,978-1-329056-89-3,2025-08-12,,BR005
TXN001675,M71564,978-1-688602-93-9,2024-04-21,2024-05-04,BR006
TXN001676,M52260,978-0-220294-95-3,07/08/2025,2025-07-31,BR013
TXN001677,M98488,978-1-567315-40-0,03/29/2024,2024-04-23,BR008
TXN001678,M97475,978-0-141814-97-1,2025-03-08,2025-03-22,BR010
TXN001679,M36444,978-1-499898-24-8,2024-11-12,2024-11-15,BR014
TXN001680,M80232,978-1-369054-79-8,2023-10-24,,BR005
TXN001681,M85172,978-1-125905-76-0,2023-12-06,2023-12-09,BR004
TXN001682,M85784,978-1-639292-75-2,2025-04-30,2025-05-19,BR006
TXN001683,M79607,978-1-610451-15-4,01/14/2024,2024-01-17,BR004
TXN001684,M95398,978-1-783176-34-2,21/09/2025,2025-10-05,BR009
TXN001685,M96960,978-1-638857-20-4,2024-06-23,2024-07-02,BR004
TXN001686,M91915,978-0-275526-78-8,2024-07-25,2024-07-31,BR011
TXN001687,M12438,978-0-757386-18-3,2025-03-22,2025-04-10,BR009
TXN001688,M75431,978-0-802897-90-9,08/13/2025,2025-08-28,BR014
TXN001689,M45118,978-0-818699-64-1,2024-06-02,2024-06-30,BR009
TXN001690,M66849,978-0-315565-78-4,2024-07-18,2024-08-04,BR012
TXN001691,M36299,978-1-777968-19-9,2025-05-04,2025-05-28,  BR003 
TXN001692,M99824,978-0-124906-68-6,05/03/2024,2024-03-16,BR014
TXN001693,M18444,978-1-139726-21-4,2025-07-08,2025-08-04,BR014
TXN001694,M47623,978-0-156904-32-2,2025-04-22,2025-04-30,  BR005 
TXN001695,M63197,978-1-685193-19-5,2025-07-09,2025-07-17,BR003
TXN001696,M50703,978-0-371212-62-2,2025-03-16,2025-03-30,BR009
TXN001697,M94793,978-1-573039-90-1,2025-01-01,2025-01-06,BR004
TXN001698,M13819,978-1-554059-50-8,2025-06-07,2025-06-25,BR013
TXN001699,M33066,978-0-508422-96-2,2024-12-12,2024-12-28,BR001
TXN001700,M12609,978-0-660814-10-0,2024-09-09,,BR015
TXN001701,M88852,978-0-892682-84-3,25/09/2024,2024-10-09,BR002
TXN001702,M57636,978-0-834928-19-0,2025-03-06,,BR015
TXN001703,M28423,978-1-627262-23-1,2025-09-05,2025-10-05,BR010
TXN001704,M25812,978-1-925115-97-0,2024-01-16,2024-02-10,BR014
TXN001705,M78846,978-1-736030-21-9,2025-07-06,,  BR015 
TXN001706,M88619,978-1-902448-66-4,20/10/2024,2024-11-16,BR013
TXN001707,M86588,978-1-514306-94-9,2024-01-16,2024-01-24,BR013
TXN001708,M65426,978-0-597012-30-3,05/21/2025,2025-05-30,BR002
TXN001709,M67602,978-0-243006-60-1,2023-12-03,2023-12-19,BR014
TXN001710,M79922,978-1-764845-28-1,2025-02-23,2025-03-09,BR002
TXN001711,M72240,978-1-810189-92-5,2025-10-10,2025-11-09,BR005
TXN001712,M28993,978-1-111691-80-6,11/04/2025,2025-04-21,BR012
TXN001713,M12762,978-0-229221-15-8,2025-05-24,2025-06-20,BR015
TXN001714,M96798,978-0-700538-86-7,2025-01-14,2025-02-09,BR001
TXN001715,M98027,978-1-663244-80-2,2024-02-08,2024-02-29,BR009
TXN001716,M57560,978-0-419491-36-1,2024-02-20,2024-03-19,BR011
TXN001717,M40983,978-1-322022-62-8,2024-01-21,,BR007
TXN001718,M61508,978-0-268772-33-8,2024-04-07,2024-04-10,BR015
TXN001719,M40862,978-0-746850-42-8,09/12/2024,2024-10-12,BR014
TXN001720,M67520,978-0-220190-33-0,2024-02-17,2024-03-09,BR015
TXN001721,M63253,978-0-992744-80-9,2024-11-21,2024-12-18,BR005
TXN001722,M74447,978-1-775990-80-2,2024-11-23,2024-12-04,BR007
TXN001723,M65360,978-0-404771-95-9,2024-05-12,2024-05-18,BR014
TXN001724,M44205,978-0-362865-22-6,2024-12-28,2025-01-21,BR006
TXN001725,M81791,978-0-860835-84-4,2024-04-11,2024-05-06,BR008
TXN001726,M16828,978-1-446922-55-2,2024-04-08,2024-05-04,BR003
TXN001727,M94030,978-0-803904-93-4,2023-11-10,2023-11-20,BR007
TXN001728,M51120,978-0-204904-46-5,2024-08-29,2024-09-15,BR002
TXN001729,M95089,978-0-302897-50-8,2024-03-09,2024-03-23,BR014
TXN001730,M51864,978-1-572536-52-4,2023-12-01,2023-12-10,BR014
TXN001731,M32738,978-1-827143-84-2,02/10/2025,2025-02-20,BR014
TXN001732,M36039,978-0-693024-82-8,2025-08-10,2025-09-08,BR006
TXN001733,M59456,978-1-946934-50-5,2024-07-30,2024-07-31,BR015
TXN001734,M13010,978-1-276831-10-9,2023-11-22,2023-11-30,BR011
TXN001735,,978-1-358133-38-1,2025-01-07,2025-02-04,BR004
TXN001736,M32119,978-1-322086-79-8,2023-11-06,2023-11-15,BR010
TXN001737,M29562,978-1-390119-56-5,2024-12-05,2024-12-24,BR006
TXN001738,M25381,978-1-322086-79-8,24/08/2024,2024-09-23,BR009
TXN001739,M69468,978-0-812591-52-1,2025-04-24,2025-05-17,BR008
TXN001740,M36626,978-1-585331-67-3,2025-08-17,2025-08-26,BR014
TXN001741,M47743,978-1-912402-49-6,2024-03-03,2024-03-31,BR007
TXN001742,M37080,978-1-678469-23-8,2025-05-05,2025-05-27,BR014
TXN001743,M34820,978-0-776909-87-5,2025-08-27,2025-08-28,BR007
TXN001744,M48036,978-0-982683-45-3,2023-11-01,2023-12-01,BR004
TXN001745,M42547,978-0-664781-35-4,2024-10-09,2024-10-12,BR011
TXN001746,M11352,978-1-869177-90-4,2023-10-30,2023-11-22,BR014
TXN001747,,978-0-862760-19-9,2025-06-10,2025-06-24,BR012
TXN001748,M88275,978-0-990856-74-0,2025-08-07,2025-08-09,BR002
TXN001749,M53628,978-0-952117-84-1,2024-09-01,2024-09-21,BR008
TXN001750,M97921,978-1-906564-85-8,2025-06-16,2025-07-12,BR010
TXN001751,M15965,978-1-322086-79-8,2024-04-14,2024-04-24,BR009
TXN001752,M61733,978-0-138436-80-3,03/13/2024,2024-03-31,BR003
